-183.800, 80.200, 0.000,  0.000
-183.800, 78.700, 0.000,  0.016
-183.800, 78.700, 0.000,  0.049
-183.800, 78.700, 0.000,  0.082
-183.800, 78.700, -0.012,  0.115
-183.800, 78.699, 0.029,  0.148
-183.800, 78.698, 0.028,  0.181
-183.800, 78.697, 0.031,  0.214
-183.798, 78.694, 0.101,  0.247
-183.795, 78.687, 0.213,  0.280
-183.788, 78.677, 0.332,  0.313
-183.779, 78.662, 0.452,  0.346
-183.767, 78.644, 0.540,  0.379
-183.750, 78.623, 0.627,  0.412
-183.723, 78.598, 0.801,  0.445
-183.689, 78.567, 1.010,  0.478
-183.651, 78.527, 1.246,  0.511
-183.612, 78.481, 1.467,  0.544
-183.574, 78.429, 1.660,  0.577
-183.537, 78.372, 1.816,  0.610
-183.501, 78.312, 1.931,  0.643
-183.466, 78.249, 2.001,  0.676
-183.431, 78.185, 2.035,  0.709
-183.397, 78.122, 2.044,  0.742
-183.364, 78.059, 2.035,  0.775
-183.330, 77.997, 2.013,  0.808
-183.301, 77.935, 1.996,  0.841
-183.272, 77.874, 1.965,  0.874
-183.244, 77.814, 1.929,  0.907
-183.216, 77.755, 1.893,  0.940
-183.188, 77.698, 1.858,  0.973
-183.160, 77.642, 1.827,  1.006
-183.133, 77.586, 1.799,  1.039
-183.105, 77.532, 1.777,  1.072
-183.077, 77.478, 1.759,  1.105
-183.049, 77.424, 1.747,  1.138
-183.021, 77.371, 1.741,  1.171
-182.993, 77.318, 1.740,  1.204
-182.964, 77.265, 1.744,  1.237
-182.935, 77.211, 1.751,  1.270
-182.907, 77.158, 1.762,  1.303
-182.877, 77.104, 1.775,  1.336
-182.848, 77.050, 1.790,  1.369
-182.818, 76.996, 1.803,  1.402
-182.793, 76.940, 1.825,  1.435
-182.769, 76.883, 1.838,  1.468
-182.745, 76.825, 1.850,  1.501
-182.721, 76.767, 1.860,  1.534
-182.698, 76.709, 1.870,  1.567
-182.674, 76.651, 1.878,  1.600
-182.650, 76.592, 1.885,  1.633
-182.626, 76.534, 1.892,  1.666
-182.601, 76.475, 1.897,  1.699
-182.577, 76.416, 1.902,  1.732
-182.552, 76.357, 1.907,  1.765
-182.527, 76.298, 1.911,  1.798
-182.502, 76.239, 1.915,  1.831
-182.476, 76.180, 1.918,  1.864
-182.450, 76.121, 1.922,  1.897
-182.424, 76.062, 1.926,  1.930
-182.397, 76.003, 1.930,  1.963
-182.376, 75.942, 1.938,  1.996
-182.356, 75.880, 1.944,  2.029
-182.337, 75.818, 1.949,  2.062
-182.318, 75.756, 1.954,  2.095
-182.299, 75.694, 1.960,  2.128
-182.279, 75.632, 1.965,  2.161
-182.259, 75.569, 1.971,  2.194
-182.238, 75.507, 1.977,  2.227
-182.217, 75.444, 1.983,  2.260
-182.196, 75.381, 1.989,  2.293
-182.174, 75.318, 1.995,  2.326
-182.151, 75.256, 2.001,  2.359
-182.128, 75.193, 2.007,  2.392
-182.105, 75.130, 2.014,  2.425
-182.081, 75.067, 2.020,  2.458
-182.056, 75.004, 2.026,  2.491
-182.031, 74.941, 2.032,  2.524
-182.012, 74.876, 2.037,  2.557
-181.996, 74.809, 2.043,  2.590
-181.980, 74.743, 2.050,  2.623
-181.964, 74.676, 2.057,  2.656
-181.947, 74.609, 2.064,  2.689
-181.929, 74.542, 2.071,  2.722
-181.911, 74.476, 2.078,  2.755
-181.893, 74.409, 2.086,  2.788
-181.873, 74.342, 2.093,  2.821
-181.853, 74.275, 2.100,  2.854
-181.832, 74.208, 2.106,  2.887
-181.811, 74.141, 2.113,  2.920
-181.788, 74.074, 2.119,  2.953
-181.765, 74.007, 2.126,  2.986
-181.742, 73.940, 2.132,  3.019
-181.724, 73.871, 2.134,  3.052
-181.710, 73.800, 2.138,  3.085
-181.697, 73.730, 2.145,  3.118
-181.683, 73.659, 2.153,  3.151
-181.668, 73.588, 2.161,  3.184
-181.652, 73.518, 2.170,  3.217
-181.635, 73.447, 2.178,  3.250
-181.618, 73.376, 2.186,  3.283
-181.600, 73.305, 2.194,  3.316
-181.581, 73.235, 2.202,  3.349
-181.560, 73.164, 2.209,  3.382
-181.539, 73.093, 2.217,  3.415
-181.517, 73.022, 2.223,  3.448
-181.495, 72.952, 2.230,  3.481
-181.478, 72.879, 2.231,  3.514
-181.466, 72.805, 2.235,  3.547
-181.454, 72.731, 2.243,  3.580
-181.441, 72.656, 2.251,  3.613
-181.427, 72.582, 2.260,  3.646
-181.412, 72.508, 2.269,  3.679
-181.397, 72.433, 2.278,  3.712
-181.380, 72.359, 2.287,  3.745
-181.362, 72.285, 2.295,  3.778
-181.343, 72.210, 2.303,  3.811
-181.323, 72.136, 2.311,  3.844
-181.302, 72.062, 2.318,  3.877
-181.280, 71.987, 2.325,  3.910
-181.257, 71.913, 2.331,  3.943
-181.241, 71.837, 2.333,  3.976
-181.229, 71.760, 2.337,  4.009
-181.216, 71.682, 2.346,  4.042
-181.203, 71.605, 2.355,  4.075
-181.189, 71.527, 2.364,  4.108
-181.173, 71.449, 2.373,  4.141
-181.157, 71.372, 2.382,  4.174
-181.139, 71.294, 2.391,  4.207
-181.120, 71.216, 2.399,  4.240
-181.100, 71.138, 2.407,  4.273
-181.079, 71.061, 2.415,  4.306
-181.057, 70.983, 2.422,  4.339
-181.034, 70.906, 2.429,  4.372
-181.017, 70.826, 2.431,  4.405
-181.008, 70.745, 2.426,  4.438
-181.007, 70.662, 2.415,  4.471
-181.013, 70.579, 2.400,  4.504
-181.023, 70.495, 2.400,  4.537
-181.034, 70.410, 2.408,  4.570
-181.047, 70.325, 2.421,  4.603
-181.061, 70.240, 2.436,  4.636
-181.077, 70.154, 2.453,  4.669
-181.094, 70.067, 2.470,  4.702
-181.112, 69.980, 2.488,  4.735
-181.132, 69.893, 2.505,  4.768
-181.145, 69.806, 2.549,  4.801
-181.155, 69.718, 2.575,  4.834
-181.164, 69.630, 2.591,  4.867
-181.175, 69.541, 2.602,  4.900
-181.187, 69.453, 2.609,  4.933
-181.201, 69.364, 2.613,  4.966
-181.215, 69.275, 2.616,  4.999
-181.231, 69.186, 2.617,  5.032
-181.248, 69.098, 2.619,  5.065
-181.267, 69.009, 2.621,  5.098
-181.286, 68.920, 2.623,  5.131
-181.299, 68.832, 2.646,  5.164
-181.307, 68.743, 2.657,  5.197
-181.317, 68.654, 2.664,  5.230
-181.328, 68.564, 2.669,  5.263
-181.340, 68.475, 2.675,  5.296
-181.353, 68.385, 2.680,  5.329
-181.359, 68.295, 2.692,  5.362
-181.354, 68.206, 2.694,  5.395
-181.341, 68.116, 2.691,  5.428
-181.324, 68.027, 2.694,  5.461
-181.314, 67.937, 2.710,  5.494
-181.317, 67.846, 2.710,  5.527
-181.329, 67.756, 2.704,  5.560
-181.340, 67.665, 2.725,  5.593
-181.350, 67.573, 2.740,  5.626
-181.362, 67.481, 2.754,  5.659
-181.365, 67.389, 2.770,  5.692
-181.358, 67.297, 2.775,  5.725
-181.344, 67.204, 2.782,  5.758
-181.338, 67.111, 2.798,  5.791
-181.342, 67.018, 2.805,  5.824
-181.354, 66.924, 2.804,  5.857
-181.362, 66.830, 2.824,  5.890
-181.358, 66.735, 2.829,  5.923
-181.355, 66.641, 2.845,  5.956
-181.361, 66.546, 2.853,  5.989
-181.371, 66.450, 2.863,  6.022
-181.374, 66.354, 2.876,  6.055
-181.366, 66.258, 2.879,  6.088
-181.352, 66.163, 2.886,  6.121
-181.346, 66.066, 2.902,  6.154
-181.350, 65.969, 2.909,  6.187
-181.363, 65.872, 2.907,  6.220
-181.372, 65.774, 2.928,  6.253
-181.369, 65.677, 2.937,  6.286
-181.371, 65.578, 2.950,  6.319
-181.380, 65.480, 2.959,  6.352
-181.381, 65.381, 2.971,  6.385
-181.372, 65.282, 2.976,  6.418
-181.359, 65.182, 2.985,  6.451
-181.353, 65.083, 3.001,  6.484
